280,13,idxs,,,,,,,,,,,
165,1,1,0.642,0.366,0.143,0.0777,0.0463,0.0217,0.00998,0.00201,0.000834,0.000295,0.0000749
166,1,1,0.644,0.367,0.143,0.0779,0.0465,0.0217,0.00997,0.00202,0.000832,0.000291,0.0000745
167,1,1,0.645,0.367,0.143,0.0779,0.0467,0.0217,0.00991,0.002,0.000817,0.000282,0.000077
168,1,1,0.647,0.368,0.143,0.078,0.0469,0.0218,0.00989,0.00202,0.000819,0.000283,0.0000782
169,1,1,0.648,0.369,0.143,0.0779,0.047,0.0219,0.00978,0.00199,0.000797,0.000278,0.0000782
170,1,1,0.65,0.37,0.143,0.0779,0.0472,0.0219,0.00977,0.00202,0.000808,0.000288,0.0000744
171,1,1,0.651,0.371,0.143,0.0777,0.0472,0.0219,0.00967,0.00199,0.000794,0.000287,0.0000736
172,1,1,0.652,0.372,0.144,0.0775,0.0472,0.0219,0.00968,0.00201,0.000811,0.000293,0.0000744
173,1,1,0.653,0.372,0.144,0.0772,0.047,0.0218,0.00965,0.002,0.000811,0.000286,0.0000784
174,1,1,0.653,0.373,0.144,0.0769,0.0468,0.0217,0.00968,0.002,0.000815,0.000277,0.0000797
175,1,1,0.654,0.374,0.145,0.0766,0.0467,0.0215,0.00975,0.00201,0.000822,0.000274,0.0000763
176,1,1,0.654,0.374,0.145,0.0762,0.0464,0.0213,0.00977,0.00199,0.000798,0.000267,0.0000739
177,1,1,0.655,0.375,0.145,0.076,0.0463,0.0212,0.00992,0.00203,0.000809,0.000283,0.0000717
178,1,1,0.655,0.375,0.146,0.0757,0.046,0.021,0.00988,0.00198,0.000765,0.000282,0.0000802
179,1,1,0.655,0.375,0.146,0.0756,0.046,0.0211,0.0101,0.00205,0.000797,0.000311,0.000085
180,1,1,0.655,0.376,0.146,0.0754,0.0457,0.0207,0.00982,0.00192,0.000716,0.000291,0.000112
