#  ,15eV,15eV,15eV,15eV,15eV,15eV,15eV,,,10eV,10eV,10eV,10eV,10eV
# E(MeV) , 0mTorr,2mTorr,2mTorr Ref,9.5mTorr,9.5mTorr Ref,10mTorr,10mTorr Ref,,2mTorr,2mTorr Ref,9.5mTorr,9.5mTorr Ref,10mTorr,10mTorr Ref
8.525E-06,1000000,756131,820218,210603,231168,191042,208322,,542617,591163,18176,19205,13812,14724
8.535E-06,1000000,756025,820048,210445,230990,190885,208145,,541493,589716,18006,19023,13680,14565
8.545E-06,1000000,755934,819903,210289,230809,190730,207966,,540419,588362,17818,18821,13537,14391
8.555E-06,1000000,755820,819752,210125,230601,190586,207788,,539319,586994,17623,18605,13400,14240
8.565E-06,1000000,755703,819584,209962,230402,190450,207636,,538205,585565,17463,18421,13277,14061
8.575E-06,1000000,755606,819426,209802,230224,190294,207459,,537127,584117,17264,18238,13132,13896
8.585E-06,1000000,755510,819268,209631,230062,190136,207254,,536031,582647,17059,18034,12978,13736
8.595E-06,1000000,755415,819113,209478,229874,189974,207094,,534875,581169,16891,17864,12839,13579
8.605E-06,1000000,755315,818952,209297,229662,189837,206893,,533733,579727,16712,17685,12710,13459
8.615E-06,1000000,755199,818758,209137,229467,189696,206714,,532569,578191,16538,17473,12561,13300
8.625E-06,1000000,755111,818604,208952,229257,189557,206505,,531446,576716,16346,17291,12401,13122
8.635E-06,1000000,755014,818449,208800,229067,189400,206304,,530367,575194,16152,17097,12270,12959
8.645E-06,1000000,754880,818266,208653,228888,189250,206144,,529240,573672,15995,16916,12144,12803
8.655E-06,1000000,754766,818109,208478,228688,189082,205943,,528043,572101,15830,16739,12020,12671
8.665E-06,1000000,754666,817928,208333,228490,188919,205737,,526824,570495,15659,16572,11874,12539
8.675E-06,1000000,754552,817758,208150,228301,188765,205547,,525596,569002,15491,16407,11758,12395
8.685E-06,1000000,754448,817604,207992,228107,188628,205357,,524378,567489,15309,16223,11613,12251
8.695E-06,1000000,754337,817440,207840,227901,188467,205160,,523118,565868,15134,16030,11483,12101
8.705E-06,1000000,754241,817295,207675,227682,188313,204973,,521821,564270,14943,15848,11347,11964
8.715E-06,1000000,754140,817140,207510,227480,188150,204787,,520529,562635,14780,15674,11222,11838
8.725E-06,1000000,754038,816957,207371,227277,188011,204585,,519243,561013,14608,15478,11093,11707
8.735E-06,1000000,753948,816809,207197,227067,187856,204407,,517994,559453,14448,15288,10952,11553
8.745E-06,1000000,753841,816628,207042,226889,187708,204208,,516692,557793,14285,15114,10826,11402
8.755E-06,1000000,753734,816458,206873,226709,187524,204004,,515422,556133,14126,14925,10691,11269
8.765E-06,1000000,753645,816301,206707,226510,187385,203807,,514030,554405,13968,14741,10567,11148
8.775E-06,1000000,753536,816138,206544,226314,187212,203602,,512624,552707,13806,14571,10433,11009
8.785E-06,1000000,753421,815971,206388,226124,187055,203407,,511252,550927,13647,14402,10320,10871
8.795E-06,1000000,753327,815788,206240,225928,186896,203223,,509799,549250,13471,14215,10185,10730
8.805E-06,1000000,753230,815632,206096,225733,186733,203046,,508409,547468,13297,14056,10041,10592
8.815E-06,1000000,753119,815447,205922,225500,186559,202867,,506928,545694,13110,13897,9897,10467
8.825E-06,1000000,753009,815284,205774,225277,186425,202699,,505499,543895,12949,13732,9779,10337
8.835E-06,1000000,752889,815116,205611,225062,186239,202499,,504006,542106,12774,13562,9653,10208
8.845E-06,1000000,752793,814943,205442,224871,186090,202337,,502515,540261,12623,13397,9535,10062
8.855E-06,1000000,752690,814761,205279,224688,185940,202139,,501037,538488,12465,13220,9400,9935
8.865E-06,1000000,752570,814581,205125,224458,185801,201951,,499573,536660,12330,13068,9277,9818
8.875E-06,1000000,752463,814425,204957,224241,185630,201766,,498087,534839,12176,12882,9157,9683
8.885E-06,1000000,752362,814256,204805,224050,185482,201562,,496615,533059,12016,12708,9030,9565
8.895E-06,1000000,752246,814102,204642,223832,185339,201384,,495108,531118,11883,12544,8904,9429
8.905E-06,1000000,752150,813963,204467,223613,185154,201178,,493574,529219,11746,12396,8788,9310
8.915E-06,1000000,752038,813793,204296,223408,184999,200982,,492000,527308,11606,12217,8654,9193
8.925E-06,1000000,751918,813619,204123,223206,184838,200793,,490405,525391,11456,12052,8541,9064
8.935E-06,1000000,751810,813441,203965,223007,184665,200581,,488763,523487,11305,11900,8431,8929
8.945E-06,1000000,751665,813255,203772,222795,184509,200357,,487188,521479,11143,11746,8309,8798
8.955E-06,1000000,751556,813072,203603,222577,184351,200175,,485456,519501,10988,11585,8179,8688
8.965E-06,1000000,751446,812909,203433,222352,184176,199971,,483781,517504,10850,11444,8080,8577
8.975E-06,1000000,751353,812737,203244,222161,184026,199765,,482156,515531,10689,11279,7968,8456
8.985E-06,1000000,751259,812571,203067,221955,183853,199559,,480463,513528,10534,11122,7845,8325
8.995E-06,1000000,751145,812399,202893,221725,183692,199374,,478695,511476,10407,10990,7744,8204
9.005E-06,1000000,751013,812215,202735,221536,183515,199176,,476949,509300,10275,10830,7634,8091
9.015E-06,1000000,750917,812050,202558,221328,183359,198982,,475215,507085,10114,10651,7520,7959
9.025E-06,1000000,750826,811887,202392,221131,183204,198806,,473399,505015,9975,10495,7410,7834
9.035E-06,1000000,750717,811722,202199,220945,183066,198616,,471493,502894,9846,10343,7286,7704
9.045E-06,1000000,750585,811554,202017,220741,182911,198435,,469640,500753,9705,10179,7174,7580
9.055E-06,1000000,750461,811383,201859,220516,182759,198234,,467697,498604,9571,10013,7047,7457
9.065E-06,1000000,750348,811220,201690,220319,182599,198043,,465874,496393,9440,9869,6936,7345
9.075E-06,1000000,750231,811042,201515,220105,182450,197853,,463969,494114,9313,9708,6826,7217
9.085E-06,1000000,750129,810855,201362,219903,182291,197635,,462080,491945,9185,9558,6728,7104
9.095E-06,1000000,750006,810680,201206,219705,182124,197428,,460296,489677,9026,9424,6598,6987
9.105E-06,1000000,749909,810520,201040,219494,181932,197231,,458332,487456,8895,9275,6494,6886
9.115E-06,1000000,749788,810331,200865,219283,181775,197038,,456289,485132,8758,9136,6396,6769
9.125E-06,1000000,749691,810156,200699,219057,181625,196834,,454277,482888,8623,8989,6284,6653
9.135E-06,1000000,749585,809978,200531,218850,181450,196651,,452242,480554,8488,8862,6174,6541
9.145E-06,1000000,749474,809808,200359,218624,181309,196459,,450168,478193,8352,8744,6065,6421
9.155E-06,1000000,749344,809640,200177,218400,181150,196262,,448166,475838,8236,8581,5970,6312
9.165E-06,1000000,749207,809429,200003,218198,180982,196070,,446011,473490,8109,8417,5875,6183
9.175E-06,1000000,749088,809239,199835,218007,180824,195884,,443954,471143,7972,8268,5788,6065
9.185E-06,1000000,748993,809074,199638,217815,180646,195704,,441802,468642,7844,8122,5688,5952
9.195E-06,1000000,748877,808911,199455,217578,180482,195502,,439666,466131,7725,7974,5589,5839
9.205E-06,1000000,748750,808726,199287,217386,180313,195298,,437439,463554,7574,7844,5478,5746
9.215E-06,1000000,748634,808550,199125,217177,180120,195093,,435197,461065,7437,7703,5375,5624
9.225E-06,1000000,748503,808361,198937,216957,179928,194891,,432939,458494,7328,7552,5281,5538
9.235E-06,1000000,748372,808169,198753,216727,179748,194674,,430753,455955,7193,7405,5185,5463
9.245E-06,1000000,748247,807953,198556,216490,179546,194477,,428519,453337,7068,7274,5089,5375
9.255E-06,1000000,748127,807769,198380,216275,179392,194272,,426217,450668,6970,7151,4987,5281
9.265E-06,1000000,748007,807578,198191,216054,179225,194065,,423827,448088,6841,7030,4882,5200
9.275E-06,1000000,747897,807417,197979,215837,179073,193843,,421562,445427,6714,6913,4802,5088
9.285E-06,1000000,747789,807253,197798,215639,178896,193651,,419226,442621,6594,6804,4706,5000
9.295E-06,1000000,747685,807091,197601,215432,178715,193447,,416817,439865,6472,6670,4610,4907
9.305E-06,1000000,747558,806921,197434,215203,178535,193225,,414325,437090,6345,6552,4508,4811
9.315E-06,1000000,747463,806754,197248,214967,178359,193028,,411825,434221,6234,6429,4431,4716
9.325E-06,1000000,747341,806566,197066,214767,178204,192815,,409272,431239,6113,6309,4342,4615
9.335E-06,1000000,747222,806380,196894,214534,178027,192591,,406697,428386,6002,6189,4260,4521
9.345E-06,1000000,747103,806174,196705,214296,177866,192396,,404049,425429,5878,6053,4168,4435
9.355E-06,1000000,746972,805982,196546,214082,177695,192187,,401422,422437,5788,5946,4071,4331
9.365E-06,1000000,746875,805806,196366,213866,177505,191970,,398678,419442,5657,5828,3978,4270
9.375E-06,1000000,746782,805619,196194,213639,177328,191760,,395968,416436,5564,5712,3892,4192
9.385E-06,1000000,746670,805456,195993,213375,177168,191545,,393217,413318,5452,5594,3812,4108
9.395E-06,1000000,746534,805247,195814,213157,176977,191351,,390307,410154,5339,5474,3734,4017
9.405E-06,1000000,746418,805063,195631,212918,176784,191143,,387429,406976,5232,5351,3676,3933
9.415E-06,1000000,746288,804882,195449,212712,176620,190929,,384525,403761,5119,5247,3607,3849
9.425E-06,1000000,746172,804689,195249,212485,176444,190711,,381557,400571,5031,5150,3530,3756
9.435E-06,1000000,746021,804483,195085,212279,176255,190510,,378588,397177,4898,5058,3447,3664
9.445E-06,1000000,745911,804277,194910,212067,176084,190305,,375501,393819,4796,4939,3375,3585
9.455E-06,1000000,745797,804121,194711,211847,175905,190112,,372307,390415,4687,4828,3302,3513
9.465E-06,1000000,745669,803922,194522,211631,175721,189886,,369201,386819,4600,4714,3232,3442
9.475E-06,1000000,745551,803730,194337,211409,175540,189673,,365912,383243,4502,4611,3154,3365
9.485E-06,1000000,745433,803541,194162,211196,175356,189423,,362548,379668,4398,4510,3075,3291
9.495E-06,1000000,745321,803367,193971,210982,175183,189245,,359213,376003,4287,4389,3017,3212
9.505E-06,1000000,745207,803176,193755,210761,175004,189022,,355789,372264,4198,4301,2952,3130
9.515E-06,1000000,745093,802985,193591,210551,174837,188801,,352341,368567,4117,4216,2891,3052
9.525E-06,1000000,744978,802803,193396,210342,174648,188576,,348897,364855,4023,4133,2840,2989
9.535E-06,1000000,744852,802603,193190,210094,174462,188365,,345283,360903,3924,4033,2772,2910
9.545E-06,1000000,744724,802399,193000,209866,174280,188142,,341581,356811,3826,3918,2703,2833
9.555E-06,1000000,744618,802211,192832,209636,174094,187896,,337915,352828,3735,3820,2626,2758
9.565E-06,1000000,744485,802019,192650,209421,173919,187682,,334159,348708,3653,3733,2559,2679
9.575E-06,1000000,744370,801838,192476,209205,173737,187469,,330254,344554,3565,3632,2489,2603
9.585E-06,1000000,744255,801648,192301,208964,173550,187249,,326479,340451,3478,3555,2428,2538
9.595E-06,1000000,744133,801454,192116,208723,173369,187046,,322572,336352,3393,3467,2373,2481
9.605E-06,1000000,744003,801278,191918,208507,173166,186826,,318693,332155,3295,3361,2310,2418
9.615E-06,1000000,743885,801102,191725,208276,172957,186613,,314559,327699,3203,3257,2255,2357
9.625E-06,1000000,743746,800891,191534,208042,172777,186402,,310487,323414,3124,3184,2199,2307
9.635E-06,1000000,743615,800698,191347,207812,172594,186174,,306319,318943,3043,3097,2139,2249
9.645E-06,1000000,743479,800521,191158,207592,172450,185952,,302130,314573,2953,3012,2087,2187
9.655E-06,1000000,743346,800325,190956,207346,172253,185708,,297865,309932,2879,2938,2029,2130
9.665E-06,1000000,743212,800131,190754,207111,172072,185489,,293471,305213,2801,2853,1976,2080
9.675E-06,1000000,743095,799947,190580,206905,171911,185252,,288926,300540,2720,2768,1924,2012
9.685E-06,1000000,742975,799761,190401,206655,171734,185020,,284471,295841,2629,2686,1867,1958
9.695E-06,1000000,742849,799534,190202,206427,171542,184814,,279993,291069,2541,2599,1812,1889
9.705E-06,1000000,742739,799349,190036,206196,171352,184586,,275327,286242,2471,2529,1764,1827
9.715E-06,1000000,742612,799176,189877,205948,171161,184344,,270656,281304,2410,2467,1710,1776
9.725E-06,1000000,742501,798961,189670,205712,170980,184105,,265862,276315,2343,2388,1663,1725
9.735E-06,1000000,742378,798770,189482,205481,170797,183877,,261189,271327,2282,2320,1617,1691
9.745E-06,1000000,742244,798571,189279,205251,170598,183652,,256439,266437,2220,2244,1576,1633
9.755E-06,1000000,742123,798388,189087,205036,170416,183425,,251629,261386,2150,2174,1520,1594
9.765E-06,1000000,741993,798188,188901,204793,170206,183198,,246758,256388,2085,2101,1481,1544
9.775E-06,1000000,741866,797979,188683,204568,169983,182976,,242159,251322,2021,2041,1436,1499
9.785E-06,1000000,741721,797789,188484,204338,169810,182740,,237283,246044,1958,1970,1388,1453
9.795E-06,1000000,741604,797624,188270,204104,169609,182513,,232362,240969,1906,1913,1343,1407
9.805E-06,1000000,741496,797432,188069,203860,169395,182276,,227429,235747,1857,1860,1302,1365
9.815E-06,1000000,741371,797241,187864,203661,169191,182048,,222494,230667,1803,1804,1259,1316
9.825E-06,1000000,741259,797059,187667,203406,168990,181814,,217566,225514,1756,1753,1231,1283
9.835E-06,1000000,741138,796887,187465,203154,168792,181574,,212628,220498,1699,1695,1201,1236
9.845E-06,1000000,741009,796699,187269,202899,168618,181345,,207719,215260,1659,1640,1174,1196
9.855E-06,1000000,740897,796501,187069,202659,168424,181094,,202803,210079,1603,1596,1136,1143
9.865E-06,1000000,740780,796308,186862,202438,168236,180882,,197855,204925,1532,1547,1091,1106
9.875E-06,1000000,740650,796119,186651,202181,168046,180649,,193062,199847,1481,1504,1060,1069
9.885E-06,1000000,740530,795933,186456,201936,167858,180417,,188235,194832,1444,1449,1030,1026
9.895E-06,1000000,740404,795727,186251,201692,167650,180194,,183390,189624,1407,1404,995,987
9.905E-06,1000000,740268,795532,186032,201462,167456,179954,,178662,184546,1371,1352,969,964
9.915E-06,1000000,740135,795316,185844,201213,167264,179740,,173735,179400,1327,1309,946,933
9.925E-06,1000000,739994,795117,185634,200971,167053,179497,,168933,174466,1282,1266,913,902
9.935E-06,1000000,739868,794916,185428,200730,166861,179269,,164152,169454,1230,1215,880,870
9.945E-06,1000000,739737,794716,185232,200509,166668,179043,,159445,164663,1186,1177,850,845
9.955E-06,1000000,739584,794513,185003,200268,166484,178837,,154659,159729,1142,1133,818,809
9.965E-06,1000000,739447,794327,184797,200012,166269,178593,,150023,154889,1100,1099,790,781
9.975E-06,1000000,739314,794131,184570,199772,166071,178343,,145386,150123,1053,1054,759,744
9.985E-06,1000000,739197,793934,184372,199545,165875,178107,,140858,145403,993,1013,731,719
9.995E-06,1000000,739083,793739,184138,199304,165663,177875,,136436,140715,969,978,705,699
1.0005E-05,1000000,738941,793541,183921,199058,165467,177637,,132044,136366,927,947,676,672
1.0015E-05,1000000,738801,793327,183713,198809,165253,177406,,127724,131875,898,916,647,646
1.0025E-05,1000000,738658,793132,183519,198562,165075,177173,,123418,127462,867,879,619,622
1.0035E-05,1000000,738522,792928,183310,198313,164867,176950,,119248,123095,827,848,588,596
1.0045E-05,1000000,738390,792745,183106,198044,164671,176719,,115326,118957,791,818,565,571
1.0055E-05,1000000,738257,792536,182895,197802,164468,176526,,111288,114810,767,782,538,548
1.0065E-05,1000000,738124,792331,182708,197559,164285,176298,,107419,110783,743,760,525,527
1.0075E-05,1000000,737995,792132,182507,197318,164084,176065,,103660,106976,716,729,504,507
1.0085E-05,1000000,737858,791936,182291,197082,163880,175822,,99914,103053,694,695,487,483
1.0095E-05,1000000,737727,791730,182100,196866,163697,175597,,96335,99257,676,662,472,474
1.0105E-05,1000000,737604,791539,181877,196620,163494,175371,,92845,95590,644,639,453,457
1.0115E-05,1000000,737468,791314,181620,196362,163277,175124,,89404,92146,625,613,435,433
1.0125E-05,1000000,737331,791113,181414,196095,163068,174864,,86058,88691,594,599,409,415
1.0135E-05,1000000,737195,790911,181241,195874,162859,174643,,82843,85288,564,571,394,401
1.0145E-05,1000000,737069,790708,181027,195625,162666,174433,,79720,81920,532,558,374,386
1.0155E-05,1000000,736910,790491,180835,195376,162477,174191,,76564,78788,511,535,361,370
1.0165E-05,1000000,736785,790299,180618,195135,162292,173948,,73611,75810,489,524,346,354
1.0175E-05,1000000,736663,790106,180377,194888,162067,173715,,70694,72840,469,488,326,337
1.0185E-05,1000000,736518,789898,180170,194635,161840,173466,,67796,69971,455,468,317,326
1.0195E-05,1000000,736398,789707,179937,194392,161620,173226,,65015,67127,436,453,305,316
1.0205E-05,1000000,736258,789506,179721,194127,161422,172978,,62495,64415,416,437,291,302
1.0215E-05,1000000,736118,789306,179483,193857,161201,172706,,59979,61790,405,423,281,289
1.0225E-05,1000000,735964,789077,179273,193603,160995,172473,,57610,59341,389,403,267,280
1.0235E-05,1000000,735826,788862,179081,193308,160795,172243,,55281,56976,371,384,252,269
1.0245E-05,1000000,735690,788616,178863,193056,160570,172021,,53094,54691,354,366,244,264
1.0255E-05,1000000,735555,788399,178673,192798,160375,171772,,50983,52543,338,346,232,249
1.0265E-05,1000000,735427,788168,178467,192550,160192,171550,,48907,50320,313,333,218,231
1.0275E-05,1000000,735266,787953,178238,192295,159979,171280,,47015,48359,301,321,206,218
1.0285E-05,1000000,735124,787745,178007,192025,159786,171043,,45094,46498,289,306,199,205
1.0295E-05,1000000,735000,787544,177762,191771,159562,170814,,43239,44594,276,287,190,196
1.0305E-05,1000000,734845,787316,177566,191516,159351,170573,,41456,42763,265,274,184,189
1.0315E-05,1000000,734709,787082,177347,191248,159121,170338,,39813,41022,254,262,179,185
1.0325E-05,1000000,734587,786866,177126,190990,158920,170085,,38146,39323,242,246,173,177
1.0335E-05,1000000,734436,786633,176883,190763,158672,169831,,36559,37756,231,236,165,171
1.0345E-05,1000000,734285,786409,176656,190508,158464,169598,,35009,36113,219,225,161,164
1.0355E-05,1000000,734159,786206,176443,190247,158253,169337,,33535,34595,213,219,155,154
1.0365E-05,1000000,734012,785982,176227,189977,158053,169083,,32135,33111,204,209,149,143
1.0375E-05,1000000,733877,785761,176007,189681,157843,168843,,30823,31676,191,199,137,139
1.0385E-05,1000000,733760,785573,175787,189432,157646,168617,,29537,30392,184,189,130,132
1.0395E-05,1000000,733633,785353,175557,189149,157450,168371,,28249,29125,178,180,124,123
1.0405E-05,1000000,733486,785156,175323,188891,157242,168123,,27043,27898,172,170,115,119
1.0415E-05,1000000,733340,784959,175096,188595,157002,167852,,25837,26713,161,159,106,113
1.0425E-05,1000000,733190,784763,174858,188322,156768,167597,,24685,25505,149,153,98,105
1.0435E-05,1000000,733039,784553,174620,188064,156559,167342,,23676,24425,142,145,92,96
1.0445E-05,1000000,732887,784333,174380,187800,156331,167093,,22631,23360,140,140,89,90
1.0455E-05,1000000,732734,784113,174138,187515,156143,166844,,21698,22407,132,134,84,82
1.0465E-05,1000000,732611,783885,173893,187261,155913,166587,,20725,21408,127,131,79,77
1.0475E-05,1000000,732487,783672,173655,186983,155676,166346,,19795,20433,120,125,77,70
1.0485E-05,1000000,732363,783436,173441,186729,155456,166092,,18918,19548,117,116,71,69
1.0495E-05,1000000,732225,783206,173206,186459,155218,165851,,18043,18664,110,108,68,67
1.0505E-05,1000000,732092,782984,172964,186189,155006,165589,,17250,17858,105,104,61,63
1.0515E-05,1000000,731936,782767,172729,185938,154787,165338,,16468,16980,98,100,59,62
1.0525E-05,1000000,731809,782554,172538,185691,154578,165064,,15716,16150,92,93,54,57
1.0535E-05,1000000,731665,782328,172291,185412,154324,164799,,14987,15404,89,91,51,55
1.0545E-05,1000000,731524,782120,172057,185108,154108,164536,,14275,14739,85,84,49,53
1.0555E-05,1000000,731366,781893,171818,184850,153870,164290,,13584,14007,79,80,46,50
1.0565E-05,1000000,731222,781658,171580,184563,153640,164023,,12844,13321,78,78,45,50
1.0575E-05,1000000,731067,781432,171360,184280,153440,163775,,12217,12690,76,77,44,48
1.0585E-05,1000000,730925,781211,171122,183991,153225,163538,,11603,12029,73,73,40,44
1.0595E-05,1000000,730774,780958,170890,183732,153012,163275,,11009,11397,73,72,37,40
1.0605E-05,1000000,730606,780742,170668,183461,152779,163038,,10443,10761,70,71,36,38
1.0615E-05,1000000,730467,780520,170433,183236,152566,162797,,9911,10189,68,66,34,36
1.0625E-05,1000000,730323,780269,170201,182948,152322,162532,,9398,9651,66,64,32,35
1.0635E-05,1000000,730182,780044,169964,182690,152043,162299,,8869,9099,62,58,31,34
1.0645E-05,1000000,730026,779825,169726,182415,151820,162071,,8389,8585,59,56,29,31
1.0655E-05,1000000,729894,779598,169491,182131,151592,161825,,7884,8091,58,55,28,31
1.0665E-05,1000000,729745,779378,169256,181872,151378,161567,,7454,7632,56,54,24,31
1.0675E-05,1000000,729616,779181,169019,181585,151166,161320,,7020,7197,52,49,22,30
1.0685E-05,1000000,729474,778926,168788,181299,150923,161050,,6612,6772,50,45,22,28
1.0695E-05,1000000,729320,778704,168569,181025,150709,160786,,6238,6376,49,43,21,24
1.0705E-05,1000000,729161,778464,168332,180729,150476,160541,,5832,5996,46,43,19,23
1.0715E-05,1000000,729025,778243,168073,180437,150240,160252,,5455,5613,44,41,19,23
1.0725E-05,1000000,728880,778001,167815,180140,149976,159965,,5135,5225,41,38,19,19
1.0735E-05,1000000,728735,777791,167566,179866,149740,159719,,4797,4882,39,34,18,18
1.0745E-05,1000000,728582,777566,167322,179574,149519,159493,,4477,4561,37,30,16,18
1.0755E-05,1000000,728414,777296,167071,179311,149293,159212,,4204,4277,35,30,14,16
1.0765E-05,1000000,728266,777070,166823,179036,149084,158918,,3943,3998,33,30,12,15
1.0775E-05,1000000,728097,776820,166601,178781,148845,158655,,3690,3763,32,29,11,14
1.0785E-05,1000000,727937,776583,166352,178503,148592,158403,,3456,3522,29,27,10,12
1.0795E-05,1000000,727773,776345,166098,178230,148357,158146,,3210,3271,29,26,10,11
1.0805E-05,1000000,727613,776131,165877,177936,148117,157868,,2966,3058,28,23,10,10
1.0815E-05,1000000,727443,775883,165650,177661,147867,157605,,2767,2855,25,21,10,10
1.0825E-05,1000000,727287,775621,165406,177392,147657,157365,,2586,2657,25,20,10,8
1.0835E-05,1000000,727145,775396,165163,177098,147429,157109,,2378,2468,24,18,10,8
1.0845E-05,1000000,726997,775178,164940,176799,147220,156836,,2217,2313,22,18,10,8
1.0855E-05,1000000,726864,774964,164694,176535,147000,156541,,2060,2139,22,17,10,8
1.0865E-05,1000000,726701,774708,164454,176254,146741,156294,,1910,1996,22,15,8,8
1.0875E-05,1000000,726534,774474,164213,175975,146512,156026,,1768,1841,21,15,8,8
1.0885E-05,1000000,726380,774231,163953,175695,146249,155764,,1629,1712,20,14,8,8
1.0895E-05,1000000,726227,774008,163700,175405,146011,155519,,1508,1589,20,14,7,8
1.0905E-05,1000000,726079,773749,163470,175149,145793,155272,,1403,1481,18,13,7,8
1.0915E-05,1000000,725922,773517,163226,174865,145539,155011,,1294,1368,17,13,7,7
1.0925E-05,1000000,725768,773297,162978,174567,145294,154751,,1205,1274,16,12,7,7
1.0935E-05,1000000,725611,773072,162726,174309,145085,154496,,1133,1192,15,12,7,7
1.0945E-05,1000000,725447,772833,162476,174040,144837,154235,,1051,1102,15,12,7,6
1.0955E-05,1000000,725307,772595,162210,173764,144602,153952,,973,1024,14,12,6,6
1.0965E-05,1000000,725160,772350,161979,173473,144381,153680,,894,956,12,11,5,5
1.0975E-05,1000000,725001,772102,161742,173181,144141,153396,,823,882,12,10,5,5
1.0985E-05,1000000,724825,771840,161501,172902,143903,153123,,779,838,11,9,5,4
1.0995E-05,1000000,724655,771575,161230,172628,143667,152854,,725,781,11,9,5,4
1.1005E-05,1000000,724489,771352,160980,172343,143447,152580,,677,729,11,9,5,4
1.1015E-05,1000000,724317,771116,160722,172066,143214,152287,,629,695,10,9,5,4
1.1025E-05,1000000,724157,770851,160460,171770,142967,151997,,588,656,10,9,5,4
1.1035E-05,1000000,723987,770607,160183,171491,142714,151728,,548,613,10,8,5,4
1.1045E-05,1000000,723817,770345,159958,171221,142485,151477,,516,581,10,8,5,4
1.1055E-05,1000000,723652,770101,159707,170917,142252,151225,,482,541,10,8,5,4
1.1065E-05,1000000,723491,769843,159450,170655,141989,150968,,454,515,9,8,5,4
1.1075E-05,1000000,723324,769577,159197,170362,141759,150684,,432,493,8,7,5,4
1.1085E-05,1000000,723148,769340,158937,170063,141530,150384,,398,469,7,7,5,4
1.1095E-05,1000000,722956,769092,158674,169785,141295,150115,,382,445,7,7,5,4
1.1105E-05,1000000,722758,768817,158422,169496,141031,149811,,368,424,7,7,5,4
1.1115E-05,1000000,722559,768537,158177,169201,140763,149531,,352,409,7,6,4,4
1.1125E-05,1000000,722384,768285,157926,168909,140531,149245,,338,392,6,6,3,4
1.1135E-05,1000000,722220,768057,157652,168585,140292,148983,,324,379,6,6,3,4
1.1145E-05,1000000,722042,767774,157419,168289,140058,148712,,314,365,6,4,3,4
1.1155E-05,1000000,721867,767505,157170,168011,139818,148461,,305,356,5,3,3,4
1.1165E-05,1000000,721695,767255,156919,167704,139557,148169,,295,343,5,3,3,4
1.1175E-05,1000000,721513,766976,156640,167407,139307,147900,,285,332,5,3,3,4
1.1185E-05,1000000,721313,766679,156382,167119,139061,147609,,276,328,5,3,3,4
1.1195E-05,1000000,721116,766443,156116,166816,138813,147328,,271,319,5,3,3,3
1.1205E-05,1000000,720935,766164,155848,166524,138564,147052,,263,316,4,3,2,3
1.1215E-05,1000000,720775,765889,155589,166222,138322,146735,,258,309,4,3,2,3
1.1225E-05,1000000,720568,765614,155333,165928,138071,146432,,253,299,4,2,2,3
1.1235E-05,1000000,720394,765324,155076,165616,137848,146129,,250,296,4,2,2,3
1.1245E-05,1000000,720223,765068,154833,165322,137629,145844,,246,294,3,2,1,3
1.1255E-05,1000000,720007,764787,154574,165021,137381,145556,,244,290,3,2,1,3
1.1265E-05,1000000,719823,764493,154304,164702,137135,145284,,237,287,3,2,1,2
1.1275E-05,1000000,719639,764245,154018,164380,136864,145009,,235,283,3,2,1,2
1.1285E-05,1000000,719442,763974,153730,164107,136585,144749,,230,278,3,2,1,2
1.1295E-05,1000000,719262,763701,153457,163796,136334,144452,,226,270,3,2,1,2
1.1305E-05,1000000,719051,763393,153212,163487,136117,144173,,223,266,2,2,1,2
1.1315E-05,1000000,718866,763118,152943,163181,135868,143895,,220,262,2,2,1,2
1.1325E-05,1000000,718659,762836,152652,162881,135587,143608,,217,258,2,2,1,2
1.1335E-05,1000000,718481,762572,152380,162544,135329,143333,,207,246,2,2,1,2
1.1345E-05,1000000,718271,762310,152113,162234,135073,143026,,207,243,2,2,1,2
1.1355E-05,1000000,718076,762035,151874,161899,134794,142744,,204,239,2,2,1,2
1.1365E-05,1000000,717900,761747,151603,161586,134536,142485,,198,231,2,2,1,2
1.1375E-05,1000000,717712,761478,151329,161313,134292,142182,,195,228,2,2,1,2
1.1385E-05,1000000,717536,761228,151041,161004,134058,141871,,188,223,2,2,1,2
1.1395E-05,1000000,717328,760929,150772,160692,133804,141557,,185,220,2,2,1,2
1.1405E-05,1000000,717145,760651,150462,160376,133554,141271,,181,212,2,1,1,2
1.1415E-05,1000000,716955,760387,150236,160068,133298,140986,,174,206,2,1,1,1
1.1425E-05,1000000,716738,760090,149959,159737,133015,140696,,167,196,1,1,1,1
1.1435E-05,1000000,716542,759794,149686,159448,132738,140386,,162,192,1,1,1,1
1.1445E-05,1000000,716333,759502,149410,159145,132486,140075,,159,186,1,1,1,1
1.1455E-05,1000000,716151,759246,149148,158837,132218,139792,,155,182,1,1,1,1
1.1465E-05,1000000,715951,758945,148870,158507,131964,139517,,155,181,1,1,1,1
1.1475E-05,1000000,715751,758698,148582,158188,131698,139240,,153,177,1,1,1,1
1.1485E-05,1000000,715565,758428,148326,157892,131438,138936,,150,171,1,1,1,1
1.1495E-05,1000000,715357,758141,148066,157584,131170,138636,,148,170,1,1,1,1
1.1505E-05,1000000,715155,757826,147804,157284,130894,138330,,140,164,1,1,1,1
1.1515E-05,1000000,714950,757539,147516,156941,130616,138034,,136,160,1,1,1,1
