#Table:,,15eV,15eV,15eV,15eV,15eV,,10eV,10eV,10eV,10eV,10eV
# E(MeV) ,,0mTorr,2mTorr Refl,2mTorr,9.5mTorr Refl,9.5mTorr,,0mTorr,2mTorr Refl,2mTorr,10mTorr Refl,10mTorr
1.5115E-05,,3342,1440,1246,80,66,,,,,,
1.5125E-05,,3220,1378,1205,76,61,,,,,,
1.5135E-05,,3102,1318,1165,70,60,,,,,,
1.5145E-05,,2977,1271,1115,64,57,,,,,,
1.5155E-05,,2877,1226,1071,62,53,,,,,,
1.5165E-05,,2775,1174,1021,59,47,,,,,,
1.5175E-05,,2648,1130,979,58,41,,,,,,
1.5185E-05,,2551,1083,942,57,36,,,,,,
1.5195E-05,,2436,1044,906,57,36,,,,,,
1.5205E-05,,2349,981,869,52,36,,,,,,
1.5215E-05,,2247,941,834,52,36,,,,,,
1.5225E-05,,2161,901,796,48,35,,,,,,
1.5235E-05,,2055,859,772,45,32,,,,,,
1.5245E-05,,1974,815,741,43,31,,,,,,
1.5255E-05,,1866,779,714,41,29,,,,,,
1.5265E-05,,1768,747,681,40,28,,,,,,
1.5275E-05,,1679,712,653,39,28,,,,,,
1.5285E-05,,1598,675,618,39,28,,,,,,
1.5295E-05,,1511,646,598,38,26,,,,,,
1.5305E-05,,1435,620,563,37,26,,,,,,
1.5315E-05,,1367,584,537,35,26,,,,,,
1.5325E-05,,1308,557,507,31,24,,,,,,
1.5335E-05,,1241,539,477,31,24,,,,,,
1.5345E-05,,1181,513,457,28,23,,,,,,
1.5355E-05,,1130,493,441,27,22,,,,,,
1.5365E-05,,1071,468,423,26,21,,,,,,
1.5375E-05,,1029,443,403,24,19,,,,,,
1.5385E-05,,985,424,379,23,17,,,,,,
1.5395E-05,,924,403,367,23,16,,,,,,
1.5405E-05,,874,387,354,22,16,,,,,,
1.5415E-05,,825,370,339,21,16,,,,,,
1.5425E-05,,785,354,321,21,16,,,,,,
1.5435E-05,,751,334,307,21,15,,,,,,
1.5445E-05,,720,313,291,20,15,,,,,,
1.5455E-05,,695,301,270,19,15,,,,,,
1.5465E-05,,671,288,263,19,14,,,,,,
1.5475E-05,,644,271,249,16,14,,,,,,
1.5485E-05,,615,254,239,16,12,,,,,,
1.5495E-05,,588,248,226,15,11,,,,,,
1.5505E-05,,564,238,215,15,10,,,,,,
1.5515E-05,,541,232,208,15,10,,,,,,
1.5525E-05,,519,221,198,15,10,,,,,,
1.5535E-05,,491,210,185,13,10,,,,,,
1.5545E-05,,463,200,176,13,10,,,,,,
1.5555E-05,,444,191,170,11,9,,,,,,
1.5565E-05,,428,185,165,11,9,,,,,,
1.5575E-05,,409,181,159,11,9,,,,,,
1.5585E-05,,389,176,150,11,9,,,,,,
1.5595E-05,,380,169,145,11,9,,,,,,
1.5605E-05,,365,162,143,10,9,,,,,,
1.5615E-05,,356,154,141,9,8,,,,,,
1.5625E-05,,343,149,135,8,8,,,,,,
1.5635E-05,,325,141,129,8,8,,,,,,
1.5645E-05,,311,137,124,6,8,,,,,,
1.5655E-05,,296,131,119,5,8,,,,,,
1.5665E-05,,282,122,114,5,6,,,,,,
1.5675E-05,,266,117,106,4,5,,,,,,
1.5685E-05,,253,111,102,4,4,,,,,,
1.5695E-05,,237,110,100,4,4,,,,,,
1.5705E-05,,228,106,96,4,4,,,,,,
1.5715E-05,,220,102,93,4,4,,,,,,
1.5725E-05,,211,99,90,4,3,,,,,,
1.5735E-05,,203,97,88,4,3,,,,,,
1.5745E-05,,195,95,86,4,3,,,,,,
1.5755E-05,,186,92,80,4,3,,,,,,
1.5765E-05,,177,87,78,4,3,,,,,,
1.5775E-05,,174,83,69,4,2,,,,,,
1.5785E-05,,161,81,66,4,1,,,,,,
1.5795E-05,,155,78,59,4,1,,,,,,
1.5805E-05,,148,77,57,4,1,,,,,,
1.5815E-05,,146,75,52,3,1,,,,,,
1.5825E-05,,143,73,51,3,1,,,,,,
1.5835E-05,,134,70,49,3,1,,,,,,
1.5845E-05,,127,65,46,3,1,,,,,,
1.5855E-05,,118,60,42,2,1,,,,,,
1.5865E-05,,107,55,39,2,1,,,,,,
1.5875E-05,,100,53,36,2,1,,,,,,
1.5885E-05,,94,48,34,2,0,,,,,,
1.5895E-05,,90,47,33,2,0,,,,,,
1.5905E-05,,84,44,31,2,0,,,,,,
1.5915E-05,,79,41,28,1,0,,,,,,
1.5925E-05,,76,40,26,1,0,,,,,,
1.5935E-05,,72,35,24,1,0,,,,,,
1.5945E-05,,69,34,23,1,0,,,,,,
1.5955E-05,,66,33,21,1,0,,,,,,
1.5965E-05,,59,31,20,0,0,,,,,,
1.5975E-05,,54,31,19,0,0,,,,,,
1.5985E-05,,52,31,17,0,0,,,,,,
1.5995E-05,,50,29,17,0,0,,,,,,
1.6005E-05,,49,28,17,0,0,,,,,,
1.6015E-05,,47,24,16,0,0,,,,,,
1.6025E-05,,43,22,14,0,0,,,,,,
1.6035E-05,,40,22,14,0,0,,,,,,
1.6045E-05,,37,20,13,0,0,,,,,,
1.6055E-05,,35,18,12,0,0,,,,,,
1.6065E-05,,34,18,12,0,0,,,,,,
1.6075E-05,,30,18,10,0,0,,,,,,
1.6085E-05,,27,15,10,0,0,,,,,,
1.6095E-05,,26,13,8,0,0,,,,,,
1.6105E-05,,23,12,8,0,0,,,,,,
1.6115E-05,,23,12,7,0,0,,,,,,
1.6125E-05,,22,12,6,0,0,,,,,,
1.6135E-05,,18,12,4,0,0,,,,,,
1.6145E-05,,16,11,4,0,0,,,,,,
1.6155E-05,,14,10,4,0,0,,,,,,
1.6165E-05,,14,7,4,0,0,,,,,,
1.6175E-05,,12,7,2,0,0,,,,,,
1.6185E-05,,12,7,2,0,0,,,,,,
1.6195E-05,,11,5,2,0,0,,,,,,
1.6205E-05,,9,5,2,0,0,,,,,,
1.6215E-05,,8,5,2,0,0,,,,,,
1.6225E-05,,7,5,2,0,0,,,,,,
1.6235E-05,,6,5,2,0,0,,,,,,
1.6245E-05,,5,5,2,0,0,,,,,,
1.6255E-05,,4,5,2,0,0,,,,,,
1.6265E-05,,4,5,2,0,0,,,,,,
1.6275E-05,,4,4,2,0,0,,,,,,
1.6285E-05,,3,4,2,0,0,,,,,,
1.6295E-05,,2,4,2,0,0,,,,,,
1.6305E-05,,2,3,2,0,0,,,,,,
1.6315E-05,,2,3,2,0,0,,,,,,
1.6325E-05,,2,2,2,0,0,,,,,,
1.6335E-05,,2,2,2,0,0,,,,,,
1.6345E-05,,2,2,2,0,0,,,,,,
1.6355E-05,,2,2,2,0,0,,,,,,
1.6365E-05,,2,2,2,0,0,,,,,,
1.6375E-05,,2,2,2,0,0,,,,,,
1.6385E-05,,0,2,2,0,0,,,,,,
1.6395E-05,,0,2,2,0,0,,,,,,
1.6405E-05,,0,2,2,0,0,,,,,,
1.6415E-05,,0,2,2,0,0,,,,,,
1.6425E-05,,0,2,2,0,0,,,,,,
1.6435E-05,,0,2,1,0,0,,,,,,
1.6445E-05,,0,2,1,0,0,,,,,,
1.6455E-05,,0,2,1,0,0,,,,,,
1.6465E-05,,0,2,1,0,0,,,,,,
1.6475E-05,,0,1,1,0,0,,,,,,
1.6485E-05,,0,1,1,0,0,,,,,,
1.6495E-05,,0,1,1,0,0,,,,,,
1.6505E-05,,0,1,1,0,0,,,,,,
1.6515E-05,,0,1,1,0,0,,,,,,
1.6525E-05,,0,1,1,0,0,,,,,,
1.6535E-05,,0,1,1,0,0,,,,,,
1.6545E-05,,0,1,1,0,0,,,,,,
1.6555E-05,,0,1,1,0,0,,,,,,
1.6565E-05,,0,1,1,0,0,,,,,,
1.6575E-05,,0,1,1,0,0,,,,,,
1.6585E-05,,0,1,1,0,0,,,,,,
1.6595E-05,,0,1,1,0,0,,,,,,
1.6605E-05,,0,1,1,0,0,,,,,,
1.6615E-05,,0,1,1,0,0,,,,,,
1.6625E-05,,0,1,0,0,0,,,,,,
1.6635E-05,,0,1,0,0,0,,,,,,
1.6645E-05,,0,1,0,0,0,,,,,,
1.6655E-05,,0,1,0,0,0,,,,,,
1.6665E-05,,0,1,0,0,0,,,,,,
1.6675E-05,,0,1,0,0,0,,,,,,
1.6685E-05,,0,0,0,0,0,,,,,,
1.6695E-05,,0,0,0,0,0,,,,,,
1.6705E-05,,0,0,0,0,0,,,,,,
1.6715E-05,,0,0,0,0,0,,,,,,
1.6725E-05,,0,0,0,0,0,,,,,,
1.6735E-05,,0,0,0,0,0,,,,,,
1.6745E-05,,0,0,0,0,0,,,,,,
1.6755E-05,,0,0,0,0,0,,,,,,
1.6765E-05,,0,0,0,0,0,,,,,,
1.6775E-05,,0,0,0,0,0,,,,,,
1.6785E-05,,0,0,0,0,0,,,,,,
1.6795E-05,,0,0,0,0,0,,,,,,
1.6805E-05,,0,0,0,0,0,,,,,,
1.6815E-05,,0,0,0,0,0,,,,,,
1.6825E-05,,0,0,0,0,0,,,,,,
1.6835E-05,,0,0,0,0,0,,,,,,
1.6845E-05,,0,0,0,0,0,,,,,,
1.6855E-05,,0,0,0,0,0,,,,,,
1.6865E-05,,0,0,0,0,0,,,,,,
1.6875E-05,,0,0,0,0,0,,,,,,
1.6885E-05,,0,0,0,0,0,,,,,,
1.6895E-05,,0,0,0,0,0,,,,,,
1.6905E-05,,0,0,0,0,0,,,,,,
1.6915E-05,,0,0,0,0,0,,,,,,
1.6925E-05,,0,0,0,0,0,,,,,,
1.6935E-05,,0,0,0,0,0,,,,,,
1.6945E-05,,0,0,0,0,0,,,,,,
1.6955E-05,,0,0,0,0,0,,,,,,
1.6965E-05,,0,0,0,0,0,,,,,,
1.6975E-05,,0,0,0,0,0,,,,,,
1.6985E-05,,0,0,0,0,0,,,,,,
1.6995E-05,,0,0,0,0,0,,,,,,
1.7005E-05,,0,0,0,0,0,,,,,,
