 # E(eV),02_0.5_RA,02_0.5_RR,02_1.0_RA,02_1.0_RR,,E,07_0.5_RA,07_0.5_RR,07_1.0_RA,07_1.0_RR,,E,10_0.5_RA,10_0.5_RR,10_1.0_RA,10_1.0_RR,,E,20_0.5_RA,20_1.0_RA,20_0.5_RR,20_1.0_RR
,,,,,,,,,,,,,,,,,,12.305,835857,654153,691270,429293
,,,,,,,,,,,,,,,,,,12.315,835578,653799,690991,429011
,,,,,,,,,,,,,,,,,,12.325,835361,653430,690761,428702
,,,,,,,,,,,,,,,,,,12.335,835113,653036,690508,428389
,,,,,,,,,,,,,,,,,,12.345,834861,652692,690276,428169
,,,,,,,,,,,,,,,,,,12.355,834616,652317,690007,427892
,,,,,,,,,,,,,,,,,,12.365,834392,651947,689749,427590
,,,,,,,,,,,,,,,,,,12.375,834142,651591,689503,427299
,,,,,,,,,,,,,,,,,,12.385,833887,651214,689281,427012
,,,,,,,,,,,,,,,,,,12.395,833644,650859,689017,426704
,,,,,,,,,,,,,,,,,,12.405,833421,650485,688762,426431
,,,,,,,,,,,,,,,,,,12.415,833182,650097,688512,426163
,,,,,,,,,,,,,,,,,,12.425,832932,649717,688270,425887
,,,,,,,,,,,,,,,,,,12.435,832706,649353,688022,425606
,,,,,,,,,,,,,,,,,,12.445,832461,648975,687779,425309
,,,,,,,,,,,,,,,,,,12.455,832208,648575,687522,425016
,,,,,,,,,,,,,,,,,,12.465,831934,648195,687263,424725
,,,,,,,,,,,,,,,,,,12.475,831701,647823,687018,424446
,,,,,,,,,,,,,,,,,,12.485,831447,647444,686767,424144
,,,,,,,,,,,,,,,,,,12.495,831206,647088,686517,423875
,,,,,,,,,,,,,,,,,,12.505,830967,646675,686248,423583
,,,,,,,,,,,,,,,,,,12.515,830714,646306,685982,423320
,,,,,,,,,,,,,,,,,,12.525,830472,645936,685750,423039
,,,,,,,,,,,,,,,,,,12.535,830206,645584,685503,422764
,,,,,,,,,,,,,,,,,,12.545,829996,645212,685275,422504
,,,,,,,,,,,,,,,,,,12.555,829757,644843,685041,422232
,,,,,,,,,,,,,,,,,,12.565,829509,644475,684807,421968
,,,,,,,,,,,,,,,,,,12.575,829260,644099,684546,421703
,,,,,,,,,,,,,,,,,,12.585,829009,643735,684295,421403
,,,,,,,,,,,,,,,,,,12.595,828770,643333,684065,421148
,,,,,,,,,,,,,,,,,,12.605,828528,642978,683811,420877
,,,,,,,,,,,,,,,,,,12.615,828251,642632,683549,420571
,,,,,,,,,,,,,,,,,,12.625,827964,642247,683283,420280
,,,,,,,,,,,,,,,,,,12.635,827715,641874,683031,419999
,,,,,,,,,,,,,,,,,,12.645,827466,641496,682769,419689
,,,,,,,,,,,,,,,,,,12.655,827195,641123,682514,419353
,,,,,,,,,,,,,,,,,,12.665,826940,640710,682250,419061
,,,,,,,,,,,,,,,,,,12.675,826717,640355,681993,418760
,,,,,,,,,,,,,,,,,,12.685,826485,639965,681736,418484
,,,,,,,,,,,,,,,,,,12.695,826228,639580,681479,418190
,,,,,,,,,,,,,,,,,,12.705,825996,639186,681212,417913
,,,,,,,,,,,,,,,,,,12.715,825746,638844,680971,417651
,,,,,,,,,,,,,,,,,,12.725,825482,638504,680710,417388
,,,,,,,,,,,,,,,,,,12.735,825230,638109,680448,417089
,,,,,,,,,,,,,,,,,,12.745,824972,637712,680176,416802
,,,,,,,,,,,,,,,,,,12.755,824707,637328,679916,416515
,,,,,,,,,,,,,,,,,,12.765,824469,636928,679679,416222
,,,,,,,,,,,,,,,,,,12.775,824228,636548,679433,415962
,,,,,,,,,,,,,,,,,,12.785,824003,636166,679168,415678
,,,,,,,,,,,,,,,,,,12.795,823755,635792,678922,415398
,,,,,,,,,,,,,,,,,,12.805,823486,635413,678631,415110
,,,,,,,,,,,,,,,,,,12.815,823258,635016,678382,414808
,,,,,,,,,,,,,,,,,,12.825,823006,634664,678132,414502
,,,,,,,,,,,,,,,,,,12.835,822761,634293,677888,414200
,,,,,,,,,,,,,,,,,,12.845,822531,633906,677620,413923
,,,,,,,,,,,,,,,,,,12.855,822285,633505,677348,413647
,,,,,,,,,,,,,,,,,,12.865,822049,633147,677125,413367
,,,,,,,,,,,,,,,,,,12.875,821828,632783,676879,413081
,,,,,,,,,,,,,,,,,,12.885,821598,632387,676651,412783
,,,,,,,,,,,,,,,,,,12.895,821370,631962,676420,412540
,,,,,,,,,,,,,,,,,,12.905,821129,631594,676189,412273
,,,,,,,,,,,,,,,,,,12.915,820856,631190,675946,412003
,,,,,,,,,,,,,,,,,,12.925,820637,630800,675681,411721
,,,,,,,,,,,,,,,,,,12.935,820380,630396,675424,411413
,,,,,,,,,,,,,,,,,,12.945,820108,630018,675187,411148
,,,,,,,,,,,,,,,,,,12.955,819856,629629,674933,410872
,,,,,,,,,,,,,,,,,,12.965,819605,629251,674667,410576
,,,,,,,,,,,,,,,,,,12.975,819360,628863,674419,410267
,,,,,,,,,,,,,,,,,,12.985,819099,628470,674139,409979
,,,,,,,,,,,,,,,,,,12.995,818858,628082,673892,409709
,,,,,,,,,,,,,,,,,,13.005,818598,627724,673618,409422
,,,,,,,,,,,,,,,,,,13.015,818353,627357,673362,409115
,,,,,,,,,,,,,,,,,,13.025,818119,626995,673100,408847
,,,,,,,,,,,,,,,,,,13.035,817876,626627,672852,408585
,,,,,,,,,,,,,,,,,,13.045,817626,626273,672598,408303
,,,,,,,,,,,,,,,,,,13.055,817392,625902,672373,408016
,,,,,,,,,,,,,,,,,,13.065,817131,625503,672117,407727
,,,,,,,,,,,,,,,,,,13.075,816892,625122,671889,407441
,,,,,,,,,,,,,,,,,,13.085,816647,624699,671648,407119
,,,,,,,,,,,,,,,,,,13.095,816407,624305,671407,406801
,,,,,,,,,,,,,,,,,,13.105,816167,623895,671144,406521
,,,,,,,,,,,,,,,,,,13.115,815901,623527,670905,406221
,,,,,,,,,,,,,,,,,,13.125,815663,623173,670662,405938
,,,,,,,,,,,,,,,,,,13.135,815385,622772,670431,405675
,,,,,,,,,,,,,,,,,,13.145,815139,622365,670179,405388
,,,,,,,,,,,,,,,,,,13.155,814878,621982,669921,405081
,,,,,,,,,,,,,,,,,,13.165,814628,621594,669639,404801
,,,,,,,,,,,,,,,,,,13.175,814369,621247,669352,404503
,,,,,,,,,,,,,,,,,,13.185,814123,620868,669075,404190
,,,,,,,,,,,,,,,,,,13.195,813873,620477,668828,403884
,,,,,,,,,,,,,,,,,,13.205,813610,620082,668564,403599
,,,,,,,,,,,,,,,,,,13.215,813348,619709,668336,403312
,,,,,,,,,,,,,,,,,,13.225,813085,619328,668070,403007
,,,,,,,,,,,,,,,,,,13.235,812817,618958,667796,402720
,,,,,,,,,,,,,,,,,,13.245,812561,618562,667496,402449
,,,,,,,,,,,,,,,,,,13.255,812310,618122,667257,402148
,,,,,,,,,,,,,,,,,,13.265,812078,617722,667012,401846
,,,,,,,,,,,,,,,,,,13.275,811828,617316,666764,401557
,,,,,,,,,,,,,,,,,,13.285,811561,616951,666486,401249
,,,,,,,,,,,,,,,,,,13.295,811285,616557,666225,400953
,,,,,,,,,,,,,,,,,,13.305,811025,616137,665954,400659
,,,,,,,,,,,,,,,,,,13.315,810774,615772,665709,400359
,,,,,,,,,,,,,,,,,,13.325,810494,615337,665455,400057
,,,,,,,,,,,,,,,,,,13.335,810222,614923,665167,399756
,,,,,,,,,,,,,,,,,,13.345,809953,614547,664913,399438
,,,,,,,,,,,,,,,,,,13.355,809682,614117,664647,399148
,,,,,,,,,,,,,,,,,,13.365,809421,613741,664391,398868
,,,,,,,,,,,,,,,,,,13.375,809149,613322,664120,398534
,,,,,,,,,,,,,,,,,,13.385,808881,612953,663851,398219
,,,,,,,,,,,,,,,,,,13.395,808628,612547,663615,397955
,,,,,,,,,,,,,,,,,,13.405,808365,612148,663343,397666
,,,,,,,,,,,,,,,,,,13.415,808132,611745,663064,397375
,,,,,,,,,,,,,,,,,,13.425,807868,611339,662780,397087
,,,,,,,,,,,,,,,,,,13.435,807632,610911,662498,396774
,,,,,,,,,,,,,,,,,,13.445,807358,610517,662227,396472
,,,,,,,,,,,,,,,,,,13.455,807075,610101,661936,396182
,,,,,,,,,,,,,,,,,,13.465,806814,609721,661681,395899
,,,,,,,,,,,,,,,,,,13.475,806549,609304,661422,395604
,,,,,,,,,,,,,,,,,,13.485,806277,608884,661120,395301
,,,,,,,,,,,,,,,,,,13.495,806009,608486,660858,395001
,,,,,,,,,,,,,,,,,,13.505,805775,608102,660578,394684
,,,,,,,,,,,,,,,,,,13.515,805505,607710,660282,394392
,,,,,,,,,,,,,,,,,,13.525,805229,607316,660010,394113
,,,,,,,,,,,,,,,,,,13.535,804942,606903,659683,393842
,,,,,,,,,,,,,,,,,,13.545,804684,606507,659400,393525
,,,,,,,,,,,,,,,,,,13.555,804395,606106,659125,393206
,,,,,,,,,,,,,,,,,,13.565,804104,605701,658832,392909
,,,,,,,,,,,,,,,,,,13.575,803825,605280,658576,392597
,,,,,,,,,,,,,,,,,,13.585,803546,604876,658311,392292
,,,,,,,,,,,,,,,,,,13.595,803292,604512,658040,391982
,,,,,,,,,,,,,,,,,,13.605,803031,604090,657766,391682
,,,,,,,,,,,,,,,,,,13.615,802720,603705,657489,391381
,,,,,,,,,,,,,,,,,,13.625,802428,603284,657219,391072
,,,,,,,,,,,,,,,,,,13.635,802180,602873,656931,390785
,,,,,,,,,,,,,,,,,,13.645,801904,602487,656655,390470
,,,,,,,,,,,,,,,,,,13.655,801656,602040,656386,390164
,,,,,,,,,,,,,,,,,,13.665,801375,601641,656102,389888
,,,,,,,,,,,,,,,,,,13.675,801129,601244,655829,389597
,,,,,,,,,,,,,,,,,,13.685,800836,600840,655529,389307
,,,,,,,,,,,,,,,,,,13.695,800529,600454,655234,389023
,,,,,,,,,,,,,,,,,,13.705,800245,600031,654994,388702
,,,,,,,,,,,,,,,,,,13.715,799967,599614,654696,388401
,,,,,,,,,,,,,,,,,,13.725,799696,599219,654420,388108
,,,,,,,,,,,,,,,,,,13.735,799383,598822,654121,387800
,,,,,,,,,,,,,,,,,,13.745,799100,598393,653830,387493
,,,,,,,,,,,,,,,,,,13.755,798818,597990,653536,387168
,,,,,,,,,,,,,,,,,,13.765,798504,597571,653267,386867
,,,,,,,,,,,,,,,,,,13.775,798225,597152,652966,386557
,,,,,,,,,,,,,,,,,,13.785,797932,596759,652682,386244
,,,,,,,,,,,,,,,,,,13.795,797657,596350,652401,385967
,,,,,,,,,,,,,,,,,,13.805,797364,595905,652132,385679
,,,,,,,,,,,,,,,,,,13.815,797051,595526,651825,385367
,,,,,,,,,,,,,,,,,,13.825,796753,595119,651516,385051
,,,,,,,,,,,,,,,,,,13.835,796461,594733,651224,384761
,,,,,,,,,,,,,,,,,,13.845,796159,594286,650939,384441
,,,,,,,,,,,,,,,,,,13.855,795880,593851,650675,384127
,,,,,,,,,,,,,,,,,,13.865,795568,593456,650387,383824
,,,,,,,,,,,,,,,,,,13.875,795221,593003,650122,383511
,,,,,,,,,,,,,,,,,,13.885,794910,592615,649814,383185
,,,,,,,,,,,,,,,,,,13.895,794587,592209,649517,382890
,,,,,,,,,,,,,,,,,,13.905,794293,591803,649195,382580
,,,,,,,,,,,,,,,,,,13.915,793979,591399,648878,382246
,,,,,,,,,,,,,,,,,,13.925,793717,590997,648549,381949
,,,,,,,,,,,,,,,,,,13.935,793393,590575,648223,381601
,,,,,,,,,,,,,,,,,,13.945,793067,590141,647928,381301
,,,,,,,,,,,,,,,,,,13.955,792728,589720,647610,380988
,,,,,,,,,,,,,,,,,,13.965,792408,589313,647294,380700
,,,,,,,,,,,,,,,,,,13.975,792110,588920,646981,380417
,,,,,,,,,,,,,,,,,,13.985,791839,588510,646697,380099
,,,,,,,,,,,,,,,,,,13.995,791544,588080,646403,379791
,,,,,,,,,,,,,,,,,,14.005,791230,587630,646105,379439
,,,,,,,,,,,,,,,,,,14.015,790919,587208,645804,379137
,,,,,,,,,,,,,,,,,,14.025,790617,586789,645518,378847
,,,,,,,,,,,,,,,,,,14.035,790324,586381,645245,378545
,,,,,,,,,,,,,,,,,,14.045,789990,585902,644955,378212
,,,,,,,,,,,,,,,,,,14.055,789697,585477,644646,377888
,,,,,,,,,,,,,,,,,,14.065,789419,585081,644345,377564
,,,,,,,,,,,,,,,,,,14.075,789085,584652,644038,377256
,,,,,,,,,,,,,,,,,,14.085,788753,584214,643718,376943
,,,,,,,,,,,,,,,,,,14.095,788454,583811,643440,376649
,,,,,,,,,,,,,,,,,,14.105,788150,583390,643142,376323
,,,,,,,,,,,,,,,,,,14.115,787860,582972,642841,376002
,,,,,,,,,,,,,,,,,,14.125,787541,582521,642527,375710
,,,,,,,,,,,,,,,,,,14.135,787231,582084,642262,375386
,,,,,,,,,,,,,,,,,,14.145,786895,581647,641950,375059
,,,,,,,,,,,,,,,,,,14.155,786588,581188,641651,374736
,,,,,,,,,,,,,,,,,,14.165,786243,580722,641319,374429
,,,,,,,,,,,,,,,,,,14.175,785960,580316,641029,374115
,,,,,,,,,,,,,,,,,,14.185,785625,579889,640741,373804
,,,,,,,,,,,,,,,,,,14.195,785331,579453,640447,373471
,,,,,,,,,,,,,,,,,,14.205,785005,579040,640141,373134
,,,,,,,,,,,,,,,,,,14.215,784687,578629,639813,372865
,,,,,,,,,,,,,,,,,,14.225,784345,578220,639536,372554
,,,,,,,,,,,,,,,,,,14.235,784021,577838,639204,372250
,,,,,,,,,,,,,,,,,,14.245,783700,577423,638869,371950
,,,,,,,,,,,,,,,,,,14.255,783350,577010,638559,371618
,,,,,,,,,,,,,,,,,,14.265,782987,576537,638264,371324
,,,,,,,,,,,,,,,,,,14.275,782654,576098,637946,371005
,,,,,,,,,,,,,,,,,,14.285,782313,575698,637639,370705
,,,,,,,,,,,,,,,,,,14.295,781928,575271,637330,370410
,,,,,,,,,,,,,,,,,,14.305,781597,574878,637015,370089
,,,,,,,,,,,,,,,,,,14.315,781280,574449,636705,369780
,,,,,,,,,,,,,,,,,,14.325,780963,574017,636394,369482
,,,,,,,,,,,,,,,,,,14.335,780619,573633,636062,369173
,,,,,,,,,,,,,,,,,,14.345,780300,573207,635768,368856
,,,,,,,,,,,,,,,,,,14.355,779952,572789,635467,368578
,,,,,,,,,,,,,,,,,,14.365,779633,572357,635154,368235
,,,,,,,,,,,,,,,,,,14.375,779314,571957,634823,367907
,,,,,,,,,,,,,,,,,,14.385,779002,571543,634533,367598
,,,,,,,,,,,,,,,,,,14.395,778681,571141,634224,367286
,,,,,,,,,,,,,,,,,,14.405,778361,570750,633878,366975
,,,,,,,,,,,,,,,,,,14.415,778024,570322,633572,366689
,,,,,,,,,,,,,,,,,,14.425,777685,569894,633251,366381
,,,,,,,,,,,,,,,,,,14.435,777359,569518,632938,366061
,,,,,,,,,,,,,,,,,,14.445,777031,569141,632611,365761
,,,,,,,,,,,,,,,,,,14.455,776689,568728,632304,365431
,,,,,,,,,,,,,,,,,,14.465,776346,568344,632006,365136
,,,,,,,,,,,,,,,,,,14.475,776032,567917,631698,364870
,,,,,,,,,,,,,,,,,,14.485,775707,567509,631396,364558
,,,,,,,,,,,,,,,,,,14.495,775360,567097,631056,364254
,,,,,,,,,,,,,,,,,,14.505,775032,566663,630720,363981
,,,,,,,,,,,,,,,,,,14.515,774727,566260,630392,363686
,,,,,,,,,,,,,,,,,,14.525,774421,565825,630090,363419
,,,,,,,,,,,,,,,,,,14.535,774100,565406,629795,363119
,,,,,,,,,,,,,,,,,,14.545,773772,564999,629481,362827
,,,,,,,,,,,,,,,,,,14.555,773450,564578,629197,362525
,,,,,,,,,,,,,,,,,,14.565,773131,564178,628902,362217
,,,,,,,,,,,,,,,,,,14.575,772822,563767,628632,361917
,,,,,,,,,,,,,,,,,,14.585,772484,563323,628303,361590
,,,,,,,,,,,,,,,,,,14.595,772170,562897,627979,361283
,,,,,,,,,,,,,,,,,,14.605,771863,562482,627681,360993
,,,,,,,,,,,,,,,,,,14.615,771582,562071,627388,360696
,,,,,,,,,,,,,,,,,,14.625,771243,561661,627078,360416
,,,,,,,,,,,,,,,,,,14.635,770905,561268,626757,360112
,,,,,,,,,,,,,,,,,,14.645,770610,560871,626452,359842
,,,,,,,,,,,,,,,,,,14.655,770292,560472,626143,359535
,,,,,,,,,,,,,,,,,,14.665,770002,560117,625797,359234
,,,,,,,,,,,,,,,,,,14.675,769675,559711,625486,358937
,,,,,,,,,,,,,,,,,,14.685,769357,559295,625208,358614
,,,,,,,,,,,,,,,,,,14.695,769064,558888,624930,358315
,,,,,,,,,,,,,,,,,,14.705,768784,558510,624613,358044
,,,,,,,,,,,,,,,,,,14.715,768488,558128,624320,357753
,,,,,,,,,,,,,,,,,,14.725,768196,557729,624003,357474
,,,,,,,,,,,,,,,,,,14.735,767898,557331,623667,357189
,,,,,,,,,,,,,,,,,,14.745,767570,556914,623395,356900
,,,,,,,,,,,,,,,,,,14.755,767307,556519,623143,356621
,,,,,,,,,,,,,,,,,,14.765,767042,556102,622858,356370
,,,,,,,,,,,,,,,,,,14.775,766745,555706,622545,356080
,,,,,,,,,,,,,,,,,,14.785,766461,555330,622249,355783
,,,,,,,,,,,,,,,,,,14.795,766210,554954,621963,355477
,,,,,,,,,,,,,,,,,,14.805,765918,554573,621703,355191
,,,,,,,,,,,,,,,,,,14.815,765639,554237,621404,354899
,,,,,,,,,,,,,,,,,,14.825,765328,553836,621120,354608
,,,,,,,,,,,,,,,,,,14.835,765031,553485,620841,354360
,,,,,,,,,,,,,,,,,,14.845,764785,553098,620562,354086
,,,,,,,,,,,,,,,,,,14.855,764483,552704,620280,353816
,,,,,,,,,,,,,,,,,,14.865,764205,552336,620020,353510
,,,,,,,,,,,,,,,,,,14.875,763919,551953,619749,353240
,,,,,,,,,,,,,,,,,,14.885,763636,551608,619453,352968
,,,,,,,,,,,,,,,,,,14.895,763352,551220,619196,352716
,,,,,,,,,,,,,,,,,,14.905,763092,550846,618919,352440
,,,,,,,,,,,,,,,,,,14.915,762818,550475,618662,352202
,,,,,,,,,,,,,,,,,,14.925,762561,550108,618378,351935
,,,,,,,,,,,,,,,,,,14.935,762274,549722,618104,351668
,,,,,,,,,,,,,,,,,,14.945,762038,549369,617859,351424
,,,,,,,,,,,,,,,,,,14.955,761790,549027,617610,351149
,,,,,,,,,,,,,,,,,,14.965,761535,548676,617335,350898
,,,,,,,,,,,,,,,,,,14.975,761302,548288,617114,350659
,,,,,,,,,,,,,,,,,,14.985,761060,547957,616861,350398
,,,,,,,,,,,,,,,,,,14.995,760798,547543,616588,350131
,,,,,,,,,,,,,,,,,,15.005,760531,547151,616336,349876
,,,,,,,,,,,,,,,,,,15.015,760279,546808,616110,349594
,,,,,,,,,,,,,,,,,,15.025,760037,546458,615858,349335
,,,,,,,,,,,,,,,,,,15.035,759787,546149,615628,349092
,,,,,,,,,,,,,,,,,,15.045,759559,545785,615396,348853
,,,,,,,,,,,,,,,,,,15.055,759332,545442,615145,348565
,,,,,,,,,,,,,,,,,,15.065,759080,545110,614890,348310
,,,,,,,,,,,,,,,,,,15.075,758848,544779,614666,348063
,,,,,,,,,,,,,,,,,,15.085,758617,544433,614429,347775
,,,,,,,,,,,,,,,,,,15.095,758399,544098,614198,347528
,,,,,,,,,,,,,,,,,,15.105,758154,543780,613960,347271
,,,,,,,,,,,,,,,,,,15.115,757937,543450,613726,346995
,,,,,,,,,,,,,,,,,,15.125,757696,543109,613487,346730
,,,,,,,,,,,,,,,,,,15.135,757468,542756,613227,346474
,,,,,,,,,,,,,,,,,,15.145,757239,542408,612976,346189
,,,,,,,,,,,,,,,,,,15.155,757032,542058,612755,345949
,,,,,,,,,,,,,,,,,,15.165,756819,541734,612556,345713
,,,,,,,,,,,,,,,,,,15.175,756585,541387,612320,345433
,,,,,,,,,,,,,,,,,,15.185,756356,541049,612056,345153
,,,,,,,,,,,,,,,,,,15.195,756149,540662,611841,344919
,,,,,,,,,,,,,,,,,,15.205,755901,540337,611603,344651
,,,,,,,,,,,,,,,,,,15.215,755662,540013,611391,344413
,,,,,,,,,,,,,,,,,,15.225,755421,539644,611154,344144
,,,,,,,,,,,,,,,,,,15.235,755193,539305,610904,343903
,,,,,,,,,,,,,,,,,,15.245,754972,538955,610696,343654
,,,,,,,,,,,,,,,,,,15.255,754757,538606,610464,343365
,,,,,,,,,,,,,,,,,,15.265,754553,538256,610230,343094
,,,,,,,,,,,,,,,,,,15.275,754315,537904,610014,342821
,,,,,,,,,,,,,,,,,,15.285,754090,537553,609799,342539
,,,,,,,,,,,,,,,,,,15.295,753879,537194,609576,342279
,,,,,,,,,,,,,,,,,,15.305,753660,536836,609362,342019
,,,,,,,,,,,,,,,,,,15.315,753410,536490,609136,341746
,,,,,,,,,,,,,,,,,,15.325,753209,536160,608919,341491
,,,,,,,,,,,,,,,,,,15.335,752976,535800,608655,341220
,,,,,,,,,,,,,,,,,,15.345,752757,535428,608427,340939
,,,,,,,,,,,,,,,,,,15.355,752533,535101,608190,340679
,,,,,,,,,,,,,,,,,,15.365,752277,534745,607970,340382
,,,,,,,,,,,,,,,,,,15.375,752062,534405,607709,340109
,,,,,,,,,,,,,,,,,,15.385,751825,534072,607481,339837
,,,,,,,,,,,,,,,,,,15.395,751609,533705,607245,339577
,,,,,,,,,,,,,,,,,,15.405,751395,533363,607013,339314
,,,,,,,,,,,,,,,,,,15.415,751183,532993,606745,339051
,,,,,,,,,,,,,,,,,,15.425,750972,532635,606542,338828
,,,,,,,,,,,,,,,,,,15.435,750739,532281,606343,338562
,,,,,,,,,,,,,,,,,,15.445,750496,531917,606102,338307
,,,,,,,,,,,,,,,,,,15.455,750291,531543,605883,338076
,,,,,,,,,,,,,,,,,,15.465,750084,531178,605668,337792
,,,,,,,,,,,,,,,,,,15.475,749857,530786,605414,337505
,,,,,,,,,,,,,,,,,,15.485,749642,530408,605176,337211
,,,,,,,,,,,,,,,,,,15.495,749443,530053,604918,336912
,,,,,,,,,,,,,,,,,,15.505,749197,529659,604683,336623
,,,,,,,,,,,,,,,,,,15.515,748951,529316,604468,336350
,,,,,,,,,,,,,,,,,,15.525,748742,528903,604238,336078
,,,,,,,,,,,,,,,,,,15.535,748508,528542,604011,335798
,,,,,,,,,,,,,,,,,,15.545,748271,528142,603751,335534
,,,,,,,,,,,,,,,,,,15.555,748059,527755,603536,335294
,,,,,,,,,,,,,,,,,,15.565,747820,527401,603296,335018
,,,,,,,,,,,,,,,,,,15.575,747561,527029,603044,334756
,,,,,,,,,,,,,,,,,,15.585,747305,526666,602793,334493
,,,,,,,,,,,,,,,,,,15.595,747057,526264,602542,334193
,,,,,,,,,,,,,,,,,,15.605,746807,525884,602300,333934
,,,,,,,,,,,,,,,,,,15.615,746580,525496,602084,333637
,,,,,,,,,,,,,,,,,,15.625,746345,525120,601826,333343
,,,,,,,,,,,,,,,,,,15.635,746128,524746,601583,333078
,,,,,,,,,,,,,,,,,,15.645,745852,524369,601316,332783
,,,,,,,,,,,,,,,,,,15.655,745624,523980,601118,332519
,,,,,,,,,,,,,,,,,,15.665,745371,523596,600868,332232
,,,,,,,,,,,,,,,,,,15.675,745119,523165,600596,331917
,,,,,,,,,,,,,,,,,,15.685,744871,522768,600348,331622
,,,,,,,,,,,,,,,,,,15.695,744642,522410,600100,331352
,,,,,,,,,,,,,,,,,,15.705,744398,522006,599869,331056
,,,,,,,,,,,,,,,,,,15.715,744178,521608,599600,330777
,,,,,,,,,,,,,,,,,,15.725,743942,521213,599361,330468
,,,,,,,,,,,,,,,,,,15.735,743715,520808,599134,330162
,,,,,,,,,,,,,,,,,,15.745,743454,520458,598850,329911
,,,,,,,,,,,,,,,,,,15.755,743191,520087,598588,329606
,,,,,,,,,,,,,,,,,,15.765,742918,519695,598310,329293
,,,,,,,,,,,,,,,,,,15.775,742669,519296,598081,329008
,,,,,,,,,,,,,,,,,,15.785,742409,518902,597832,328704
,,,,,,,,,,,,,,,,,,15.795,742169,518527,597568,328383
,,,,,,,,,,,,,,,,,,15.805,741945,518095,597323,328061
,,,,,,,,,,,,,,,,,,15.815,741657,517709,597048,327754
,,,,,,,,,,,,,,,,,,15.825,741396,517323,596790,327429
,,,,,,,,,,,,,,,,,,15.835,741124,516909,596492,327149
,,,,,,,,,,,,,,,,,,15.845,740892,516507,596240,326857
,,,,,,,,,,,,,,,,,,15.855,740647,516089,595968,326565
,,,,,,,,,,,,,,,,,,15.865,740374,515681,595713,326253
,,,,,,,,,,,,,,,,,,15.875,740109,515265,595465,325996
,,,,,,,,,,,,,,,,,,15.885,739849,514845,595191,325679
,,,,,,,,,,,,,,,,,,15.895,739568,514437,594931,325382
,,,,,,,,,,,,,,,,,,15.905,739338,514003,594660,325095
,,,,,,,,,,,,,,,,,,15.915,739076,513575,594380,324828
,,,,,,,,,,,,,,,,,,15.925,738807,513134,594132,324497
,,,,,,,,,,,,,,,,,,15.935,738557,512665,593917,324200
,,,,,,,,,,,,,,,,,,15.945,738300,512251,593654,323864
,,,,,,,,,,,,,,,,,,15.955,738045,511834,593383,323578
,,,,,,,,,,,,,,,,,,15.965,737772,511406,593123,323282
,,,,,,,,,,,,,,,,,,15.975,737515,510988,592846,322992
,,,,,,,,,,,,,,,,,,15.985,737269,510594,592591,322690
,,,,,,,,,,,,,,,,,,15.995,737012,510172,592305,322382
,,,,,,,,,,,,,,,,,,16.005,736751,509735,592046,322086
,,,,,,,,,,,,,,,,,,16.015,736479,509319,591776,321751
,,,,,,,,,,,,,,,,,,16.025,736201,508943,591498,321444
,,,,,,,,,,,,,,,,,,16.035,735925,508499,591215,321085
,,,,,,,,,,,,,,,,,,16.045,735683,508073,590939,320788
,,,,,,,,,,,,,,,,,,16.055,735396,507674,590675,320464
,,,,,,,,,,,,,,,,,,16.065,735141,507243,590428,320173
,,,,,,,,,,,,,,,,,,16.075,734864,506782,590151,319848
,,,,,,,,,,,,,,,,,,16.085,734602,506319,589883,319556
,,,,,,,,,,,,,,,,,,16.095,734327,505902,589595,319277
,,,,,,,,,,,,,,,,,,16.105,734073,505478,589340,318938
,,,,,,,,,,,,,,,,,,16.115,733796,505034,589060,318596
,,,,,,,,,,,,,,,,,,16.125,733524,504612,588798,318237
,,,,,,,,,,,,,,,,,,16.135,733253,504185,588507,317910
,,,,,,,,,,,,,,,,,,16.145,732990,503730,588225,317592
,,,,,,,,,,,,,,,,,,16.155,732730,503286,587941,317266
,,,,,,,,,,,,,,,,,,16.165,732469,502832,587643,316927
,,,,,,,,,,,,,,,,,,16.175,732182,502370,587358,316610
,,,,,,,,,,,,,,,,,,16.185,731918,501925,587043,316300
,,,,,,,,,,,,,,,,,,16.195,731618,501462,586730,315962
,,,,,,,,,,,,,,,,,,16.205,731330,501003,586435,315653
,,,,,,,,,,,,,,,,,,16.215,731052,500560,586147,315295
,,,,,,,,,,,,,,,,,,16.225,730742,500127,585854,314980
,,,,,,,,,,,,,,,,,,16.235,730459,499648,585551,314647
,,,,,,,,,,,,,,,,,,16.245,730187,499170,585253,314335
,,,,,,,,,,,,,,,,,,16.255,729904,498717,584961,314005
,,,,,,,,,,,,,,,,,,16.265,729611,498245,584655,313629
,,,,,,,,,,,,,,,,,,16.275,729305,497721,584361,313279
,,,,,,,,,,,,,,,,,,16.285,729011,497280,584082,312969
,,,,,,,,,,,,,,,,,,16.295,728714,496791,583804,312644
,,,,,,,,,,,,,,,,,,16.305,728387,496293,583487,312279
,,,,,,,,,,,,,,,,,,16.315,728094,495809,583206,311974
,,,,,,,,,,,,,,,,,,16.325,727784,495356,582932,311650
,,,,,,,,,,,,,,,,,,16.335,727498,494880,582653,311309
,,,,,,,,,,,,,,,,,,16.345,727194,494419,582366,310934
,,,,,,,,,,,,,,,,,,16.355,726858,493945,582065,310568
,,,,,,,,,,,,,,,,,,16.365,726531,493447,581764,310234
